id,customer_id,restaurant_id,driver_id,order_timestamp,items,item_count,subtotal,delivery_fee,tip,total,estimated_delivery_min,actual_delivery_min,status,cancellation_reason,rating
1497,1200,81,30,2024-01-23 12:19:46,"Salmon Roll Combo, Dragon Roll, 10-Piece Wings, Pad Thai",4,63.8,4.99,12.18,80.97,52,73.0,delivered,,5.0
1498,622,20,15,2024-01-23 12:26:03,"General Tso's Chicken, Acai Bowl, Pepperoni Pizza Large",3,36.81,4.99,11.69,53.49,35,32.0,delivered,,4.0
1499,7625,114,43,2024-01-23 12:39:17,BBQ Pulled Pork Sandwich,1,10.99,4.99,1.69,17.67,24,27.0,delivered,,3.0
1500,2744,30,43,2024-01-23 12:40:07,"Pad Thai, Butter Chicken",2,23.8,4.99,6.99,35.78,15,15.0,delivered,,4.0
1501,2969,111,6,2024-01-23 12:53:41,"Brisket Plate, Green Curry, Chicken Tenders Basket",3,24.07,4.99,5.02,34.08,33,38.0,delivered,,4.0
1502,158,99,40,2024-01-23 13:24:46,Butter Chicken,1,9.09,4.99,0.3,14.38,41,41.0,delivered,,4.0
1503,3073,88,15,2024-01-23 13:27:40,"Kung Pao Chicken, Fish Tacos, Pepperoni Pizza Large, Chicken Burrito Bowl",4,46.13,4.99,6.32,57.44,56,56.0,delivered,,4.0
1504,4538,101,9,2024-01-23 13:39:49,"10-Piece Wings, Caesar Salad, Chicken Tenders Basket, General Tso's Chicken",4,33.62,4.99,7.29,45.9,29,27.0,delivered,,4.0
1505,5169,104,12,2024-01-23 13:55:23,Butter Chicken,1,9.37,4.99,1.85,16.21,35,34.0,delivered,,3.0
1506,1887,93,38,2024-01-23 14:09:51,"BBQ Pulled Pork Sandwich, Green Curry",2,32.7,4.99,5.02,42.71,34,39.0,delivered,,4.0
1507,6931,53,34,2024-01-23 14:44:27,"General Tso's Chicken, Dragon Roll",2,20.75,4.99,3.96,29.7,37,,cancelled,Customer unreachable at delivery,
1508,7225,19,8,2024-01-23 14:57:05,"Butter Chicken, BBQ Pulled Pork Sandwich, Pad Thai",3,50.62,4.99,7.43,63.04,36,33.0,delivered,,5.0
1509,2605,109,40,2024-01-23 15:43:55,"Green Curry, Chicken Burrito Bowl",2,17.21,4.99,1.31,23.51,42,40.0,delivered,,3.0
1510,6454,79,15,2024-01-23 15:50:38,"Pepperoni Pizza Large, Fish Tacos, Caesar Salad",3,53.09,4.99,9.35,67.43,56,60.0,delivered,,4.0
1511,1469,18,18,2024-01-23 16:21:43,"Acai Bowl, Chicken Tenders Basket",2,22.55,4.99,2.15,29.69,30,32.0,delivered,,3.0
1512,6609,21,13,2024-01-23 16:30:48,"Caesar Salad, Acai Bowl",2,34.97,4.99,2.94,42.9,46,45.0,delivered,,3.0
1513,4893,31,28,2024-01-23 16:34:52,10-Piece Wings,1,8.05,4.99,1.69,14.73,40,51.0,delivered,,5.0
1514,3502,44,13,2024-01-23 17:09:56,"Dragon Roll, Margherita Pizza",2,21.68,4.99,4.67,31.34,31,32.0,delivered,,3.0
1515,886,13,41,2024-01-23 17:16:09,Pad Thai,1,14.0,4.99,4.23,23.22,36,34.0,delivered,,4.0
1516,5643,103,30,2024-01-23 17:24:00,"Kung Pao Chicken, Green Curry, Classic Cheeseburger, Margherita Pizza",4,40.05,4.99,5.77,50.81,35,35.0,delivered,,4.0
1517,2309,55,11,2024-01-23 17:34:53,"Pho Bo, Chicken Tenders Basket",2,19.49,4.99,3.19,27.67,31,35.0,delivered,,4.0
1518,1901,116,25,2024-01-23 17:51:47,"Salmon Roll Combo, BBQ Pulled Pork Sandwich, Acai Bowl, Fish Tacos",4,40.73,4.99,3.35,49.07,45,50.0,delivered,,4.0
1519,3357,8,19,2024-01-23 18:04:21,"Pepperoni Pizza Large, Green Curry",2,37.07,4.99,6.95,49.01,44,44.0,delivered,,4.0
1520,2723,7,33,2024-01-23 18:06:24,"Lamb Vindaloo, Chicken Burrito Bowl, Butter Chicken",3,36.34,4.99,3.81,45.14,49,55.0,delivered,,4.0
1521,2169,109,24,2024-01-23 18:06:55,"Butter Chicken, Acai Bowl, Dragon Roll, Pho Bo",4,35.83,4.99,10.23,51.05,29,32.0,delivered,,4.0
1522,4605,22,33,2024-01-23 18:07:30,"Pho Bo, Brisket Plate, Acai Bowl",3,36.85,4.99,5.15,46.99,38,29.0,delivered,,2.0
1523,7196,113,32,2024-01-23 18:29:51,"Pho Bo, Classic Cheeseburger, Brisket Plate",3,30.59,4.99,11.06,46.64,37,34.0,delivered,,4.0
1524,3658,19,43,2024-01-23 18:30:30,"Pad Thai, Pho Bo, Margherita Pizza",3,44.68,4.99,11.79,61.46,26,23.0,delivered,,5.0
1525,5928,17,34,2024-01-23 18:42:31,"Pepperoni Pizza Large, Acai Bowl",2,24.04,4.99,5.03,34.06,29,35.0,delivered,,4.0
1526,6697,28,37,2024-01-23 18:42:56,Brisket Plate,1,11.66,4.99,1.76,18.41,48,,cancelled,Weather conditions,
1527,841,17,43,2024-01-23 18:44:40,"Pad Thai, BBQ Pulled Pork Sandwich",2,26.78,4.99,3.59,35.36,27,30.0,delivered,,4.0
1528,2700,6,37,2024-01-23 18:55:39,Acai Bowl,1,10.84,4.99,2.16,17.99,36,40.0,delivered,,5.0
1529,6825,56,36,2024-01-23 18:59:53,"Salmon Roll Combo, Butter Chicken, General Tso's Chicken",3,35.84,4.99,8.58,49.41,40,27.0,delivered,,4.0
1530,1780,110,43,2024-01-23 19:09:52,"BBQ Pulled Pork Sandwich, Fish Tacos, Pepperoni Pizza Large",3,17.25,4.99,1.76,24.0,29,27.0,delivered,,4.0
1531,1879,56,9,2024-01-23 19:33:16,"Pepperoni Pizza Large, Chicken Burrito Bowl",2,27.64,4.99,4.36,36.99,52,52.0,delivered,,4.0
1532,1359,2,19,2024-01-23 19:39:00,Butter Chicken,1,19.4,4.99,4.39,28.78,34,44.0,delivered,,4.0
1533,5068,41,31,2024-01-23 19:41:03,"Chicken Tenders Basket, Pho Bo",2,35.23,4.99,8.25,48.47,39,45.0,delivered,,4.0
1534,3221,86,9,2024-01-23 19:42:16,"Pho Bo, Fish Tacos, Salmon Roll Combo, Caesar Salad",4,75.86,4.99,16.22,97.07,36,38.0,delivered,,5.0
1535,6750,1,3,2024-01-23 19:56:42,"Butter Chicken, 10-Piece Wings, Chicken Tenders Basket",3,30.61,4.99,4.1,39.7,37,36.0,delivered,,4.0
1536,6506,95,6,2024-01-23 20:00:22,"Chicken Burrito Bowl, Chicken Tenders Basket, Caesar Salad, 10-Piece Wings",4,34.08,4.99,6.07,45.14,37,42.0,delivered,,3.0
1537,545,90,20,2024-01-23 20:07:34,"Pad Thai, Margherita Pizza, Chicken Burrito Bowl, Salmon Roll Combo",4,37.03,4.99,7.95,49.97,37,42.0,delivered,,3.0
1538,5197,12,10,2024-01-23 20:14:06,"Pho Bo, Chicken Tenders Basket",2,21.71,4.99,5.76,32.46,28,31.0,delivered,,3.0
1539,780,50,36,2024-01-23 20:24:22,"Margherita Pizza, Pho Bo",2,27.73,4.99,5.24,37.96,35,,cancelled,Customer unreachable at delivery,
1540,1029,92,22,2024-01-23 20:25:32,Brisket Plate,1,11.11,4.99,2.16,18.26,30,27.0,delivered,,3.0
1541,1802,78,19,2024-01-23 20:27:13,"Acai Bowl, Dragon Roll",2,20.55,4.99,3.21,28.75,32,38.0,delivered,,4.0
1542,1260,41,32,2024-01-23 20:58:53,Classic Cheeseburger,1,12.49,4.99,2.53,20.01,27,25.0,delivered,,4.0
1543,1512,86,13,2024-01-23 21:02:35,Acai Bowl,1,12.16,4.99,2.36,19.51,15,15.0,delivered,,3.0
1544,5071,48,33,2024-01-23 21:32:03,"Brisket Plate, Dragon Roll, Salmon Roll Combo",3,26.65,4.99,2.16,33.8,53,73.0,delivered,,4.0
1545,4642,60,5,2024-01-23 21:41:32,"Dragon Roll, 10-Piece Wings",2,53.54,4.99,7.55,66.08,23,,cancelled,Item unavailable,
1546,3810,71,9,2024-01-23 21:53:18,"Caesar Salad, General Tso's Chicken, Green Curry",3,50.03,4.99,12.09,67.11,53,50.0,delivered,,2.0
1547,5902,33,9,2024-01-23 22:06:12,"Caesar Salad, Acai Bowl, Pho Bo, Kung Pao Chicken",4,37.76,4.99,8.06,50.81,33,38.0,delivered,,4.0
1548,480,114,15,2024-01-24 11:11:43,"Lamb Vindaloo, Green Curry, Brisket Plate",3,31.21,4.99,6.67,42.87,42,49.0,delivered,,4.0
1549,1540,72,23,2024-01-24 11:25:05,"Classic Cheeseburger, Kung Pao Chicken",2,29.25,4.99,3.42,37.66,33,34.0,delivered,,4.0
1550,6023,61,44,2024-01-24 11:30:55,"BBQ Pulled Pork Sandwich, Classic Cheeseburger, General Tso's Chicken, Chicken Tenders Basket",4,32.1,4.99,8.59,45.68,21,22.0,delivered,,4.0
1551,3090,37,15,2024-01-24 11:52:48,"Salmon Roll Combo, Chicken Tenders Basket, Fish Tacos",3,41.98,4.99,10.25,57.22,25,25.0,delivered,,5.0
1552,1361,73,16,2024-01-24 12:00:06,"Chicken Tenders Basket, Margherita Pizza, BBQ Pulled Pork Sandwich, Caesar Salad",4,69.89,4.99,14.27,89.15,23,28.0,delivered,,3.0
1553,2426,49,41,2024-01-24 12:01:59,Margherita Pizza,1,13.04,4.99,2.11,20.14,45,45.0,delivered,,3.0
1554,7,91,4,2024-01-24 12:05:57,Pad Thai,1,31.31,4.99,6.07,42.37,15,15.0,delivered,,3.0
1555,93,84,33,2024-01-24 12:16:45,"Green Curry, Salmon Roll Combo, Brisket Plate, Lamb Vindaloo",4,70.47,4.99,11.79,87.25,37,45.0,delivered,,3.0
1556,1314,34,34,2024-01-24 12:25:41,Fish Tacos,1,11.92,4.99,0.28,17.19,38,54.0,delivered,,5.0
1557,289,111,10,2024-01-24 12:26:12,Pad Thai,1,10.99,4.99,2.18,18.16,36,38.0,delivered,,4.0
1558,3408,87,14,2024-01-24 12:36:32,"Pad Thai, Caesar Salad, Chicken Burrito Bowl, Pepperoni Pizza Large",4,78.45,4.99,15.03,98.47,36,43.0,delivered,,4.0
1559,7388,110,14,2024-01-24 12:43:46,"General Tso's Chicken, Pad Thai, 10-Piece Wings",3,32.05,4.99,5.41,42.45,37,24.0,delivered,,4.0
1560,508,9,42,2024-01-24 13:03:18,Caesar Salad,1,8.0,4.99,1.19,14.18,28,37.0,delivered,,3.0
1561,4011,33,44,2024-01-24 13:04:31,"BBQ Pulled Pork Sandwich, Caesar Salad",2,17.19,4.99,2.88,25.06,63,56.0,delivered,,3.0
1562,4772,75,32,2024-01-24 13:05:33,"Butter Chicken, Classic Cheeseburger, General Tso's Chicken, Chicken Tenders Basket",4,34.85,4.99,7.26,47.1,27,28.0,delivered,,5.0
1563,126,93,18,2024-01-24 13:06:07,"Lamb Vindaloo, Chicken Tenders Basket, Kung Pao Chicken, Pad Thai",4,45.86,4.99,8.85,59.7,33,39.0,delivered,,4.0
1564,1774,48,21,2024-01-24 13:09:34,"Kung Pao Chicken, Chicken Burrito Bowl, Green Curry, Lamb Vindaloo",4,57.03,4.99,4.32,66.34,15,15.0,delivered,,4.0
1565,5155,11,4,2024-01-24 13:18:47,"Brisket Plate, Classic Cheeseburger, Salmon Roll Combo",3,39.49,4.99,7.64,52.12,36,38.0,delivered,,3.0
1566,2995,75,34,2024-01-24 13:21:26,"Pad Thai, Butter Chicken, Margherita Pizza, Dragon Roll",4,46.18,4.99,8.54,59.71,45,35.0,delivered,,3.0
1567,7098,89,16,2024-01-24 13:25:51,"Salmon Roll Combo, Chicken Burrito Bowl",2,28.9,4.99,1.91,35.8,35,25.0,delivered,,4.0
1568,7045,11,41,2024-01-24 13:31:33,"Brisket Plate, BBQ Pulled Pork Sandwich, Lamb Vindaloo, Pho Bo",4,46.95,4.99,0.69,52.63,39,,cancelled,Customer changed mind,
1569,3578,92,19,2024-01-24 13:35:04,General Tso's Chicken,1,16.01,4.99,3.16,24.16,17,18.0,delivered,,4.0
1570,4838,43,39,2024-01-24 13:42:11,"BBQ Pulled Pork Sandwich, General Tso's Chicken, Margherita Pizza",3,17.46,4.99,1.49,23.94,52,61.0,delivered,,5.0
1571,6497,107,2,2024-01-24 14:02:20,Salmon Roll Combo,1,11.08,4.99,2.18,18.25,24,32.0,delivered,,4.0
1572,6856,87,33,2024-01-24 14:08:26,"Butter Chicken, BBQ Pulled Pork Sandwich, Kung Pao Chicken, Pad Thai",4,48.74,4.99,10.41,64.14,15,,cancelled,Excessive wait time,
1573,4671,76,12,2024-01-24 14:41:49,Pepperoni Pizza Large,1,8.69,4.99,1.71,15.39,30,27.0,delivered,,3.0
1574,6905,34,42,2024-01-24 14:58:07,"Brisket Plate, 10-Piece Wings, Acai Bowl, BBQ Pulled Pork Sandwich",4,42.95,4.99,8.72,56.66,52,61.0,delivered,,3.0
1575,7451,110,33,2024-01-24 15:36:39,"Caesar Salad, Margherita Pizza, Lamb Vindaloo, General Tso's Chicken",4,39.87,4.99,7.57,52.43,45,46.0,delivered,,5.0
1576,4182,40,32,2024-01-24 16:40:18,"Classic Cheeseburger, Kung Pao Chicken, Green Curry, Fish Tacos",4,46.01,4.99,4.64,55.64,35,34.0,delivered,,4.0
1577,2077,32,5,2024-01-24 17:25:25,"Classic Cheeseburger, Lamb Vindaloo, Pepperoni Pizza Large, Kung Pao Chicken",4,49.62,4.99,11.24,65.85,25,24.0,delivered,,4.0
1578,2489,21,16,2024-01-24 17:55:06,"Margherita Pizza, Chicken Burrito Bowl, Kung Pao Chicken",3,29.42,4.99,5.85,40.26,15,15.0,delivered,,3.0
1579,7452,22,26,2024-01-24 18:02:47,"Chicken Tenders Basket, Dragon Roll, Fish Tacos, Classic Cheeseburger",4,66.35,4.99,10.76,82.1,19,16.0,delivered,,5.0
1580,6749,55,41,2024-01-24 18:03:07,Salmon Roll Combo,1,15.75,4.99,2.79,23.53,48,26.0,delivered,,5.0
1581,3776,41,2,2024-01-24 18:14:15,Pad Thai,1,12.01,4.99,2.48,19.48,33,28.0,delivered,,3.0
1582,5624,111,14,2024-01-24 18:14:44,Caesar Salad,1,10.99,4.99,2.25,18.23,24,,cancelled,Restaurant closed unexpectedly,
1583,7713,8,30,2024-01-24 18:26:34,"Margherita Pizza, 10-Piece Wings",2,30.76,4.99,5.91,41.66,38,44.0,delivered,,4.0
1584,5145,78,3,2024-01-24 18:45:40,"Lamb Vindaloo, Margherita Pizza, Brisket Plate",3,37.32,4.99,7.9,50.21,57,77.0,delivered,,4.0
1585,1679,83,9,2024-01-24 19:00:15,"Butter Chicken, General Tso's Chicken, Kung Pao Chicken, Lamb Vindaloo",4,67.38,4.99,15.02,87.39,30,30.0,delivered,,4.0
1586,5022,75,11,2024-01-24 19:10:14,"Kung Pao Chicken, Fish Tacos, Classic Cheeseburger",3,49.58,4.99,12.47,67.04,33,35.0,delivered,,4.0
1587,1729,65,18,2024-01-24 19:20:43,"Margherita Pizza, Caesar Salad, Salmon Roll Combo",3,47.11,4.99,11.41,63.51,43,39.0,delivered,,3.0
1588,4225,1,29,2024-01-24 19:47:52,"Pad Thai, Chicken Burrito Bowl",2,30.72,4.99,3.72,39.43,31,38.0,delivered,,4.0
1589,816,109,19,2024-01-24 19:48:35,"Brisket Plate, Pad Thai, Fish Tacos, Pho Bo",4,32.58,4.99,7.28,44.85,34,40.0,delivered,,3.0
1590,2053,117,30,2024-01-24 19:48:54,"Fish Tacos, Chicken Tenders Basket, Butter Chicken",3,25.41,4.99,4.75,35.15,32,33.0,delivered,,3.0
1591,2180,91,29,2024-01-24 19:54:07,Green Curry,1,31.94,4.99,6.38,43.31,36,37.0,delivered,,5.0
1592,4746,102,40,2024-01-24 19:59:11,"Chicken Burrito Bowl, Dragon Roll",2,24.3,4.99,4.39,33.68,35,42.0,delivered,,4.0
1593,2430,115,36,2024-01-24 19:59:26,"Lamb Vindaloo, Acai Bowl",2,14.72,4.99,1.9,21.61,27,25.0,delivered,,3.0
1594,6439,105,3,2024-01-24 20:00:07,Caesar Salad,1,8.0,4.99,1.56,14.55,29,38.0,delivered,,5.0
1595,1409,7,26,2024-01-24 20:34:39,"Pepperoni Pizza Large, Fish Tacos, Classic Cheeseburger, Acai Bowl",4,36.54,4.99,7.64,49.17,31,44.0,delivered,,3.0
1596,1225,73,31,2024-01-24 20:35:25,"Kung Pao Chicken, Chicken Tenders Basket",2,14.92,4.99,4.4,24.31,25,20.0,delivered,,3.0
1597,1246,48,8,2024-01-24 20:35:56,"Green Curry, Chicken Burrito Bowl",2,31.09,4.99,4.75,40.83,39,,cancelled,Restaurant too busy,
1598,1366,116,33,2024-01-24 20:41:40,"Lamb Vindaloo, General Tso's Chicken",2,18.63,4.99,3.36,26.98,36,40.0,delivered,,4.0
1599,730,72,3,2024-01-24 20:45:17,"Caesar Salad, Butter Chicken, Lamb Vindaloo, Chicken Burrito Bowl",4,49.66,4.99,14.01,68.66,35,,cancelled,Item unavailable,
1600,4893,33,17,2024-01-24 21:01:02,"Pad Thai, General Tso's Chicken, Pho Bo, Chicken Burrito Bowl",4,38.25,4.99,1.36,44.6,26,24.0,delivered,,4.0
1601,5348,41,5,2024-01-24 21:04:24,Brisket Plate,1,11.61,4.99,2.11,18.71,37,34.0,delivered,,4.0
1602,5370,54,23,2024-01-24 21:08:19,"Green Curry, Classic Cheeseburger, Salmon Roll Combo",3,19.74,4.99,6.33,31.06,26,25.0,delivered,,5.0
1603,2715,14,37,2024-01-24 21:32:10,"Dragon Roll, Chicken Tenders Basket, Lamb Vindaloo, Salmon Roll Combo",4,45.69,4.99,1.59,52.27,24,26.0,delivered,,2.0
1604,1507,64,18,2024-01-24 21:42:40,"10-Piece Wings, Chicken Burrito Bowl, Caesar Salad, General Tso's Chicken",4,84.13,4.99,13.82,102.94,35,36.0,delivered,,4.0
1605,7995,115,5,2024-01-24 22:13:02,"Margherita Pizza, Acai Bowl",2,10.79,4.99,1.47,17.25,28,,cancelled,Customer changed mind,
1606,5020,16,21,2024-01-24 22:19:15,"Chicken Burrito Bowl, General Tso's Chicken, Kung Pao Chicken, Salmon Roll Combo",4,46.26,4.99,8.65,59.9,31,40.0,delivered,,4.0
1607,5195,105,32,2024-01-24 22:43:50,10-Piece Wings,1,8.0,4.99,1.28,14.27,40,40.0,delivered,,3.0
1608,5302,33,17,2024-01-24 22:49:13,"Classic Cheeseburger, Chicken Tenders Basket",2,11.5,4.99,2.51,19.0,36,38.0,delivered,,3.0
1609,867,114,43,2024-01-24 22:51:55,Green Curry,1,10.66,4.99,1.74,17.39,20,18.0,delivered,,4.0
1610,5463,45,37,2024-01-25 11:06:58,"Dragon Roll, BBQ Pulled Pork Sandwich",2,17.5,4.99,4.65,27.14,36,44.0,delivered,,3.0
1611,1881,71,3,2024-01-25 11:17:00,"Butter Chicken, Brisket Plate, Pepperoni Pizza Large, Green Curry",4,74.41,4.99,12.1,91.5,43,47.0,delivered,,4.0
1612,682,78,23,2024-01-25 11:23:34,Pho Bo,1,13.05,4.99,2.2,20.24,24,30.0,delivered,,3.0
1613,7215,43,29,2024-01-25 11:28:22,"Pepperoni Pizza Large, Caesar Salad, Chicken Tenders Basket",3,31.74,4.99,7.83,44.56,19,21.0,delivered,,4.0
1614,6142,56,39,2024-01-25 11:41:48,"Chicken Tenders Basket, Pad Thai",2,34.33,4.99,6.14,45.46,30,26.0,delivered,,4.0
1615,6976,98,13,2024-01-25 11:44:23,"Salmon Roll Combo, Caesar Salad",2,20.94,4.99,5.86,31.79,21,22.0,delivered,,4.0
1616,6161,71,19,2024-01-25 11:46:05,Pho Bo,1,15.07,4.99,4.56,24.62,32,32.0,delivered,,3.0
1617,6542,17,25,2024-01-25 12:16:57,Green Curry,1,13.86,4.99,2.8,21.65,39,50.0,delivered,,5.0
1618,4966,46,15,2024-01-25 12:18:21,"Kung Pao Chicken, Acai Bowl",2,17.06,4.99,2.01,24.06,44,41.0,delivered,,4.0
1619,5706,43,30,2024-01-25 12:24:34,"Chicken Burrito Bowl, Butter Chicken, Dragon Roll, Chicken Tenders Basket",4,49.11,4.99,2.83,56.93,30,29.0,delivered,,3.0
1620,1697,59,27,2024-01-25 12:29:36,Green Curry,1,16.9,4.99,1.74,23.63,43,46.0,delivered,,3.0
1621,6007,19,16,2024-01-25 12:33:36,Salmon Roll Combo,1,11.74,4.99,1.93,18.66,39,41.0,delivered,,4.0
1622,4942,77,41,2024-01-25 12:44:21,Chicken Tenders Basket,1,10.3,4.99,1.4,16.69,42,48.0,delivered,,4.0
1623,5070,24,29,2024-01-25 12:47:02,Caesar Salad,1,13.98,4.99,2.11,21.08,24,26.0,delivered,,3.0
1624,4549,96,31,2024-01-25 13:04:19,Caesar Salad,1,8.0,4.99,3.17,16.16,32,31.0,delivered,,4.0
1625,5571,108,5,2024-01-25 13:11:53,"Margherita Pizza, Lamb Vindaloo, Acai Bowl",3,30.11,4.99,5.16,40.26,16,15.0,delivered,,3.0
1626,1110,64,31,2024-01-25 13:21:25,Pad Thai,1,13.4,4.99,0.39,18.78,30,31.0,delivered,,3.0
1627,6885,49,10,2024-01-25 13:23:15,"Green Curry, Dragon Roll, Fish Tacos",3,24.02,4.99,6.32,35.33,41,49.0,delivered,,4.0
1628,3921,86,42,2024-01-25 13:56:37,"Green Curry, Pho Bo, General Tso's Chicken",3,45.53,4.99,8.98,59.5,37,49.0,delivered,,3.0
1629,3727,53,25,2024-01-25 13:57:09,Lamb Vindaloo,1,8.96,4.99,1.55,15.5,23,27.0,delivered,,4.0
1630,7317,114,15,2024-01-25 14:11:23,"Butter Chicken, Pho Bo, Classic Cheeseburger, Margherita Pizza",4,32.23,4.99,7.78,45.0,47,38.0,delivered,,4.0
1631,6114,21,15,2024-01-25 14:14:40,10-Piece Wings,1,18.1,4.99,3.42,26.51,35,30.0,delivered,,2.0
1632,640,78,40,2024-01-25 14:15:26,"Dragon Roll, Pho Bo, 10-Piece Wings, Kung Pao Chicken",4,48.22,4.99,1.93,55.14,28,31.0,delivered,,4.0
1633,2065,18,42,2024-01-25 14:16:26,"Caesar Salad, Pho Bo, Lamb Vindaloo, Butter Chicken",4,53.78,4.99,16.95,75.72,21,26.0,delivered,,4.0
1634,6822,56,5,2024-01-25 16:13:06,Fish Tacos,1,13.37,4.99,2.5,20.86,38,40.0,delivered,,4.0
1635,1961,14,43,2024-01-25 16:35:16,"Brisket Plate, Pho Bo, Dragon Roll",3,34.93,4.99,0.39,40.31,15,15.0,delivered,,4.0
1636,6201,82,31,2024-01-25 16:41:33,10-Piece Wings,1,12.71,4.99,1.01,18.71,20,24.0,delivered,,4.0
1637,2688,97,29,2024-01-25 16:52:30,"Caesar Salad, 10-Piece Wings, Fish Tacos, Pho Bo",4,46.09,4.99,10.37,61.45,25,21.0,delivered,,4.0
1638,7710,38,20,2024-01-25 17:23:38,"Brisket Plate, Pho Bo, Chicken Burrito Bowl",3,42.5,4.99,11.35,58.84,48,40.0,delivered,,3.0
1639,5327,69,10,2024-01-25 17:29:35,"Dragon Roll, BBQ Pulled Pork Sandwich, Salmon Roll Combo",3,49.01,4.99,9.04,63.04,29,26.0,delivered,,3.0
1640,5196,61,1,2024-01-25 17:50:20,"Acai Bowl, Pho Bo, Green Curry, Dragon Roll",4,45.43,4.99,9.39,59.81,15,15.0,delivered,,5.0
1641,2849,95,27,2024-01-25 17:51:15,"Caesar Salad, Pho Bo, Green Curry",3,27.98,4.99,0.55,33.52,42,47.0,delivered,,3.0
1642,7103,11,24,2024-01-25 17:56:24,"Pad Thai, General Tso's Chicken, 10-Piece Wings, Brisket Plate",4,51.47,4.99,2.94,59.4,44,,cancelled,Weather conditions,
1643,3029,41,16,2024-01-25 18:01:15,"Lamb Vindaloo, Chicken Tenders Basket, Pad Thai",3,38.04,4.99,9.55,52.58,20,21.0,delivered,,4.0
1644,7105,57,11,2024-01-25 18:02:48,General Tso's Chicken,1,18.17,4.99,2.18,25.34,22,24.0,delivered,,3.0
1645,6137,58,42,2024-01-25 18:11:43,Dragon Roll,1,20.18,4.99,2.08,27.25,28,32.0,delivered,,4.0
1646,6679,112,27,2024-01-25 18:25:51,"Green Curry, 10-Piece Wings",2,12.72,4.99,1.51,19.22,39,,cancelled,Customer unreachable at delivery,
1647,149,7,3,2024-01-25 18:29:11,"10-Piece Wings, Lamb Vindaloo, Butter Chicken",3,35.01,4.99,6.97,46.97,28,28.0,delivered,,3.0
1648,5211,3,38,2024-01-25 18:30:48,Salmon Roll Combo,1,19.75,4.99,3.7,28.44,33,,cancelled,Excessive wait time,
1649,1088,22,32,2024-01-25 18:44:41,Green Curry,1,9.6,4.99,1.93,16.52,46,51.0,delivered,,3.0
1650,7967,84,3,2024-01-25 19:01:39,"Caesar Salad, Green Curry, Lamb Vindaloo, Chicken Tenders Basket",4,56.81,4.99,16.39,78.19,35,35.0,delivered,,3.0
1651,6780,37,22,2024-01-25 19:02:13,"Caesar Salad, Kung Pao Chicken, Salmon Roll Combo",3,25.42,4.99,1.91,32.32,45,52.0,delivered,,3.0
1652,4556,20,39,2024-01-25 19:03:17,"BBQ Pulled Pork Sandwich, Lamb Vindaloo, Pepperoni Pizza Large, General Tso's Chicken",4,67.83,4.99,23.59,96.41,24,21.0,delivered,,5.0
1653,3833,29,36,2024-01-25 19:11:19,"BBQ Pulled Pork Sandwich, Caesar Salad",2,20.24,4.99,3.28,28.51,42,31.0,delivered,,2.0
1654,700,34,40,2024-01-25 19:13:10,"Chicken Tenders Basket, Margherita Pizza, Caesar Salad",3,46.98,4.99,2.87,54.84,25,,cancelled,No drivers available,
1655,6367,6,30,2024-01-25 19:17:25,"10-Piece Wings, Chicken Tenders Basket, Lamb Vindaloo, Brisket Plate",4,67.57,4.99,6.86,79.42,48,53.0,delivered,,4.0
1656,265,19,14,2024-01-25 19:19:09,"Pad Thai, 10-Piece Wings, Lamb Vindaloo",3,41.63,4.99,9.03,55.65,62,65.0,delivered,,3.0
1657,1179,30,43,2024-01-25 19:21:46,"BBQ Pulled Pork Sandwich, Fish Tacos, Salmon Roll Combo, Green Curry",4,40.77,4.99,7.33,53.09,26,24.0,delivered,,4.0
1658,4697,17,9,2024-01-25 19:29:34,Chicken Tenders Basket,1,13.83,4.99,2.94,21.76,29,29.0,delivered,,2.0
1659,1392,89,31,2024-01-25 19:34:41,"Pad Thai, Margherita Pizza, Salmon Roll Combo",3,48.87,4.99,2.74,56.6,42,52.0,delivered,,3.0
1660,4138,57,27,2024-01-25 19:45:31,"Caesar Salad, Pad Thai",2,30.31,4.99,9.32,44.62,32,,cancelled,No drivers available,
1661,6874,69,43,2024-01-25 19:46:14,"Classic Cheeseburger, 10-Piece Wings, Green Curry",3,61.78,4.99,6.66,73.43,49,45.0,delivered,,4.0
1662,327,20,2,2024-01-25 19:51:43,"Dragon Roll, Lamb Vindaloo",2,34.82,4.99,0.0,39.81,28,38.0,delivered,,5.0
1663,6176,1,29,2024-01-25 19:57:05,Chicken Burrito Bowl,1,11.89,4.99,1.8,18.68,30,,cancelled,Customer changed mind,
1664,1262,37,8,2024-01-25 20:05:06,"Pad Thai, Green Curry",2,20.72,4.99,3.0,28.71,45,46.0,delivered,,3.0
1665,2899,68,16,2024-01-25 20:10:37,"Classic Cheeseburger, General Tso's Chicken, BBQ Pulled Pork Sandwich, Caesar Salad",4,74.45,4.99,25.01,104.45,39,53.0,delivered,,3.0
1666,4106,29,21,2024-01-25 20:10:37,"General Tso's Chicken, Classic Cheeseburger, Caesar Salad",3,16.61,4.99,4.35,25.95,25,22.0,delivered,,5.0
1667,7457,60,12,2024-01-25 20:14:38,Classic Cheeseburger,1,18.77,4.99,5.37,29.13,21,22.0,delivered,,2.0
1668,2707,79,38,2024-01-25 20:14:50,"Lamb Vindaloo, Green Curry, Fish Tacos",3,60.22,4.99,11.94,77.15,19,19.0,delivered,,4.0
